trip_id,arrival_time,departure_time,stop_id,stop_sequence
T_9951_20260224,16:48:00,16:50:00,STOP_RG_,3
T_9951_20260224,17:26:00,17:28:00,STOP_AAV,4
T_9951_20260224,17:54:00,17:57:00,STOP_BO2,5
T_9951_20260224,18:35:00,18:43:00,STOP_SMN,6
T_9951_20260224,20:09:00,20:12:00,STOP_RTB,7
T_9951_20260224,20:21:00,20:31:00,STOP_RMT,8
T_9951_20260224,21:25:00,21:27:00,STOP_NAF,9
T_9951_20260224,21:48:00,22:00:00,STOP_NAC,10
T_9951_20260224,22:37:00,,STOP_SAL,11
T_9955_20260224,,16:30:00,STOP_TOP,0
T_9955_20260224,16:38:00,16:40:00,STOP_OUE,1
T_9955_20260224,17:30:00,17:40:00,STOP_MC_,2
T_9955_20260224,17:48:00,17:50:00,STOP_RG_,3
T_9955_20260224,18:26:00,18:28:00,STOP_AAV,4
T_9955_20260224,18:54:00,18:57:00,STOP_BO2,5
T_9955_20260224,19:35:00,19:43:00,STOP_SMN,6
T_9955_20260224,21:09:00,21:12:00,STOP_RTB,7
T_9955_20260224,21:19:00,21:30:00,STOP_RMT,8
T_9955_20260224,22:25:00,22:27:00,STOP_NAF,9
T_9955_20260224,22:48:00,,STOP_NAC,10
T_9961_20260224,,19:40:00,STOP_MC_,0
T_9961_20260224,19:48:00,19:50:00,STOP_RG_,1
T_9961_20260224,20:26:00,20:28:00,STOP_AAV,2
T_9961_20260224,20:54:00,20:57:00,STOP_BO2,3
T_9961_20260224,23:09:00,23:12:00,STOP_RTB,4
T_9961_20260224,23:24:00,,STOP_RMT,5
T_9967_20260224,,06:15:00,STOP_MC_,0
T_9967_20260224,06:23:00,06:25:00,STOP_RG_,1
T_9967_20260224,09:24:00,09:41:00,STOP_RMT,2
T_9967_20260224,10:36:00,10:38:00,STOP_NAF,3
T_9967_20260224,10:58:00,,STOP_NAC,4
T_9969_20260224,,06:45:00,STOP_MC_,0
T_9969_20260224,07:49:00,07:52:00,STOP_BO2,1
T_9969_20260224,09:50:00,09:53:00,STOP_RTB,2
T_9969_20260224,10:05:00,,STOP_RMT,3
T_9970_20260224,,06:02:00,STOP_NAC,0
T_9970_20260224,06:14:00,06:16:00,STOP_NAF,1
T_9970_20260224,07:20:00,07:30:00,STOP_RMT,2
T_9970_20260224,07:37:00,07:40:00,STOP_RTB,3
T_9970_20260224,10:34:00,10:36:00,STOP_RG_,4
T_9970_20260224,10:45:00,,STOP_MC_,5
T_9971_20260224,,06:00:00,STOP_TOP,0
T_9971_20260224,06:08:00,06:10:00,STOP_OUE,1
T_9971_20260224,06:57:00,07:15:00,STOP_MC_,2
T_9971_20260224,07:23:00,07:25:00,STOP_RG_,3
T_9971_20260224,10:25:00,10:40:00,STOP_RMT,4
T_9971_20260224,11:38:00,11:40:00,STOP_NAF,5
T_9971_20260224,12:03:00,12:20:00,STOP_NAC,6
T_9971_20260224,13:02:00,,STOP_SAL,7
T_9974_20260224,,07:40:00,STOP_NAC,0
T_9974_20260224,07:53:00,07:55:00,STOP_NAF,1
T_9974_20260224,08:51:00,09:05:00,STOP_RMT,2
T_9974_20260224,11:08:00,11:11:00,STOP_BO2,3
T_9974_20260224,12:15:00,,STOP_MC_,4
T_9978_20260224,,11:05:00,STOP_RMT,0
T_9978_20260224,13:08:00,13:11:00,STOP_BO2,1
T_9978_20260224,14:15:00,,STOP_MC_,2
T_9979_20260224,,11:15:00,STOP_MC_,0
T_9979_20260224,11:23:00,11:25:00,STOP_RG_,1
T_9979_20260224,14:30:00,,STOP_RMT,2
T_9980_20260224,,10:35:00,STOP_NAC,0
T_9980_20260224,10:48:00,10:50:00,STOP_NAF,1
T_9980_20260224,11:47:00,12:10:00,STOP_RMT,2
T_9980_20260224,15:04:00,15:06:00,STOP_RG_,3
T_9980_20260224,15:15:00,,STOP_MC_,4
T_9982_20260224,,11:35:00,STOP_NAC,0
T_9982_20260224,11:48:00,11:50:00,STOP_NAF,1
T_9982_20260224,12:45:00,13:05:00,STOP_RMT,2
T_9982_20260224,15:08:00,15:11:00,STOP_BO2,3
T_9982_20260224,16:15:00,,STOP_MC_,4
T_9983_20260224,,13:20:00,STOP_MC_,0
T_9983_20260224,13:28:00,13:30:00,STOP_RG_,1
T_9983_20260224,16:30:00,,STOP_RMT,2
T_9984_20260224,,14:10:00,STOP_RMT,0
T_9984_20260224,17:04:00,17:06:00,STOP_RG_,1
T_9984_20260224,17:15:00,,STOP_MC_,2
T_9985_20260224,,14:20:00,STOP_MC_,0
T_9985_20260224,14:28:00,14:30:00,STOP_RG_,1
T_9985_20260224,17:30:00,,STOP_RMT,2
T_9986_20260224,,15:05:00,STOP_RMT,0
T_9986_20260224,17:08:00,17:11:00,STOP_BO2,1
T_9986_20260224,18:15:00,,STOP_MC_,2
T_9987_20260224,,15:15:00,STOP_MC_,0
T_9987_20260224,15:23:00,15:25:00,STOP_RG_,1
T_9987_20260224,18:25:00,18:40:00,STOP_RMT,2
T_9987_20260224,19:40:00,19:42:00,STOP_NAF,3
T_9987_20260224,20:00:00,,STOP_NAC,4
T_9989_20260224,,16:15:00,STOP_MC_,0
T_9989_20260224,16:23:00,16:25:00,STOP_RG_,1
T_9989_20260224,19:25:00,19:40:00,STOP_RMT,2
T_9989_20260224,20:38:00,20:40:00,STOP_NAF,3
T_9989_20260224,21:03:00,,STOP_NAC,4
T_9990_20260224,,17:05:00,STOP_RMT,0
T_9990_20260224,19:08:00,19:11:00,STOP_BO2,1
T_9990_20260224,20:15:00,,STOP_MC_,2
T_9992_20260224,,16:19:00,STOP_NAC,0
T_9992_20260224,16:34:00,16:36:00,STOP_NAF,1
T_9992_20260224,17:35:00,18:05:00,STOP_RMT,2
T_9992_20260224,21:04:00,21:06:00,STOP_RG_,3
T_9992_20260224,21:15:00,21:30:00,STOP_MC_,4
T_9992_20260224,23:14:00,23:16:00,STOP_G__,5
T_9992_20260224,23:23:00,,STOP_GB_,6
T_9993_20260224,,17:45:00,STOP_MC_,0
T_9993_20260224,18:49:00,18:52:00,STOP_BO2,1
T_9993_20260224,20:49:00,20:52:00,STOP_RTB,2
T_9993_20260224,21:05:00,,STOP_RMT,3
T_9994_20260224,,17:30:00,STOP_NAC,0
T_9994_20260224,17:46:00,17:48:00,STOP_NAF,1
T_9994_20260224,18:45:00,19:04:00,STOP_RMT,2
T_9994_20260224,21:08:00,21:11:00,STOP_BO2,3
T_9994_20260224,22:15:00,22:30:00,STOP_MC_,4
T_9994_20260224,23:19:00,23:21:00,STOP_OUE,5
T_9994_20260224,23:30:00,,STOP_TOP,6
T_9996_20260224,,18:35:00,STOP_NAC,0
T_9996_20260224,18:48:00,18:50:00,STOP_NAF,1
T_9996_20260224,19:46:00,20:05:00,STOP_RMT,2
T_9996_20260224,23:04:00,23:06:00,STOP_RG_,3
T_9996_20260224,23:15:00,,STOP_MC_,4
T_9998_20260224,,06:05:00,STOP_GB_,0
T_9998_20260224,06:10:00,06:12:00,STOP_G__,1
T_9998_20260224,08:05:00,08:15:00,STOP_MC_,2
T_9998_20260224,08:23:00,08:25:00,STOP_RG_,3
T_9998_20260224,11:25:00,11:40:00,STOP_RMT,4
T_9998_20260224,12:39:00,12:41:00,STOP_NAF,5
T_9998_20260224,12:58:00,,STOP_NAC,6
