location_name,status,lat,lon,first_seen_utc,last_seen_utc,seen_count,stale
Torino Porta di Susa,HAS_COORDINATES,45.0715408,7.66585016,20260220T165619Z,20260223T134148Z,54,NO
Torino Porta Nuova,HAS_COORDINATES,45.0609131,7.67749977,20260220T165619Z,20260223T134148Z,54,NO
Trani,HAS_COORDINATES,41.2728004,16.4176998,20260220T165619Z,20260223T134148Z,48,NO
Trento,HAS_COORDINATES,46.0722198,11.1188898,20260220T172318Z,20260223T134148Z,39,NO
Treviso C.le,HAS_COORDINATES,45.6596603,12.2451897,20260220T165619Z,20260223T134148Z,37,NO
Trieste Airport,HAS_COORDINATES,45.8175011,13.4861097,20260220T165619Z,20260223T134148Z,28,NO
Trieste C.le,HAS_COORDINATES,45.6584015,13.7714195,20260220T165619Z,20260223T134148Z,28,NO
Udine,HAS_COORDINATES,46.0556908,13.2418699,20260220T165619Z,20260223T134148Z,37,NO
Vallo d.Lucania,HAS_COORDINATES,40.2293892,15.1581097,20260221T055411Z,20260223T134148Z,31,NO
Venezia Mestre,HAS_COORDINATES,45.4824524,12.2317038,20260220T165619Z,20260223T134148Z,54,NO
Venezia Santa Lucia,HAS_COORDINATES,45.4410706,12.3210316,20260220T165619Z,20260223T134148Z,54,NO
Verona Porta Nuova,HAS_COORDINATES,45.4290199,10.9824781,20260220T165619Z,20260223T134148Z,55,NO
Vibo-Pizzo,HAS_COORDINATES,38.7264404,16.1505604,20260221T055411Z,20260223T134148Z,31,NO
Vicenza,HAS_COORDINATES,45.5410995,11.5407772,20260220T165619Z,20260223T134148Z,52,NO
Villa S.Giovanni,HAS_COORDINATES,38.2165718,15.6342001,20260221T055411Z,20260223T134148Z,31,NO
